product_id,source_product_id,catalog_id,category_id,category_code,category_code_source,product_name_length,product_description_length,product_photos_qty,product_weight_g
472294677200,6a2fb4dd53d2cdb88e0432f1284a004c,cat-39156101,8039156101,perfumaria,perfumaria,39,346,2,400
779673204951,a1b71017a84f92fd8da4aeefba108a24,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,59,636,1,900
694606918577,a0736b92e52f6cead290e30b578413b6,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,56,296,2,1700
120112494609,f53103a77d9cf245e579ea37e5ec51f0,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,52,206,1,500
588840381016,1c1890ba1779090cd54008a3c3302921,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,27,158,4,2550
828430224053,518ef5de2c2b3a255e326a4594ba15d9,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,27,329,2,800
542787287066,e3e020af31d4d89d2602272b315c3f6e,cat-64623464,6964623464,beleza_saude,beleza_saude,58,1987,3,75
16614809733,8b41fbc2b984a12030090112324d1bc4,cat-03345107,5103345107,bebes,bebes,55,1627,1,500
490643223413,d03bd02af9fff4b98f1c972315e5e9ef,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,56,209,1,1800
404221697517,8ba4f2a4ae695d26e5626c1bf710975e,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,52,968,1,900
982845860229,f6574524b07d5bb753bab6f35abe2d06,cat-11723185,611723185,malas_acessorios,malas_acessorios,52,573,5,3600
787302873381,c78b767da00efb70c1bcccab87c28cd5,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,35,1101,2,300
216703413152,a0253d43394dd4da9a5d7b1f546f1a32,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,59,1890,2,740
780195375668,051b9ff13dd55c0a6655a15ff296f80d,cat-28309979,1228309979,esporte_lazer,esporte_lazer,50,529,2,3600
188472629550,47859fca9dd7485cbd93c3e8993bb74f,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,45,206,1,650
98446785050,e1d1d22e9f8122a4ec1533b032c12562,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,49,1163,9,2150
771178100674,20e37962088a4061d3578def47a8648b,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,60,208,1,800
433633662412,1eba879220bd0981a0e2fbab499ed4e1,cat-45447343,4845447343,moveis_escritorio,moveis_escritorio,57,476,1,8950
871273205707,ce5b91848b91118daffb3af53b747475,cat-28309979,1228309979,esporte_lazer,esporte_lazer,50,699,4,1388
857368607312,5370b82a213393979691c98074265584,cat-03345107,5103345107,bebes,bebes,52,708,9,7950
802182089170,b8dac5113b06a97e64943234522572b9,cat-95370542,6895370542,automotivo,automotivo,43,1062,2,6000
81669262720,750cf819d127191920eda79a4b6fb479,cat-97277031,7497277031,eletronicos,eletronicos,31,806,1,263
246107689419,e6af694343b45b56304ad91974a110b9,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,37,352,1,3900
273974093964,680874c570dad71c0a2844cfbf417054,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,47,502,1,600
142417374349,8b3a9476f74f5297f7ff0ec6d95fe1ea,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,63,254,2,2050
17477003007,1c6fb703c624b381a20f21f757694866,cat-57247972,2357247972,brinquedos,brinquedos,33,471,2,725
67390085086,db46052aed7dff59ba38cf2fe29b87f9,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,56,509,4,6350
822247349264,b864b103180d5a6a3f830e67f93e8735,cat-03345107,5103345107,bebes,bebes,47,980,4,600
119475225198,7a8dac4aaa16bc642e4df33adcf03303,cat-24178479,8124178479,cool_stuff,cool_stuff,38,1701,2,11750
278025608623,83b9bc6aae6f527ff6aafb9e01d6cbf3,cat-57247972,2357247972,brinquedos,brinquedos,20,866,3,2550
175769074136,5f504b3a1c75b73d6151be81eb05bdc9,cat-24178479,8124178479,cool_stuff,cool_stuff,38,1176,3,15350
796847015986,bbf920aa6ac72007a726e6f419156f8f,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,42,303,2,1300
988181493489,c3b7e4d83e530c27a8e6368296aece48,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,60,1972,2,850
210275164090,c5d8079278e912d7e3b6beb48ecb56e8,cat-64623464,6964623464,beleza_saude,beleza_saude,60,330,1,1300
536880371583,5eaa343860dc445b3fd43d1b682809fd,cat-28309979,1228309979,esporte_lazer,esporte_lazer,53,3218,5,4800
551158736590,b5cfb1d3c5e435a7a52227e08f220ee7,cat-24178479,8124178479,cool_stuff,cool_stuff,55,410,2,1300
14943130744,334479e94cba98064050db1c9636e244,cat-95370542,6895370542,automotivo,automotivo,57,311,1,220
841690198524,3fcd8dfe610c62edfb51de2630cd9ef4,cat-03345107,5103345107,bebes,bebes,50,509,4,5700
322558127172,4c8056caed5757810b9a68b83c3759e6,cat-11723185,611723185,malas_acessorios,malas_acessorios,53,1291,2,450
689322972277,30e77af9e7759bbaa0305d2fbc605dc4,cat-56691569,8256691569,fashion_calcados,fashion_calcados,60,402,2,2000
197229270819,92bf5d2084dfbcb57d9db7838bac5cd0,cat-71618754,2371618754,telefonia,telefonia,51,427,2,100
145179113556,fdeb34a9f03fea7c3937dd62d1d0287e,cat-24178479,8124178479,cool_stuff,cool_stuff,58,1252,1,1100
672884972153,1065dbb6b0bf03daaedab1236979e296,cat-07261214,8307261214,papelaria,papelaria,49,488,3,1400
448680473987,0d826eba8e0a2ae3bca9e3a947dd756d,cat-57247972,2357247972,brinquedos,brinquedos,50,423,4,250
471028916181,f8f6fd145cc00519283cf3100477b2b3,cat-28309979,1228309979,esporte_lazer,esporte_lazer,47,956,1,1050
117346734762,4e04ffb7dd3739ecfc37de8927dd586c,cat-07261214,8307261214,papelaria,papelaria,59,144,1,500
39403832120,36555a2f528d7b2a255c504191445d39,cat-64623464,6964623464,beleza_saude,beleza_saude,51,1069,1,1467
968891104949,22937a73f92a33040ab4e2540355a5d8,cat-11299291,7911299291,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,50,554,3,100
265237423251,dc21247da0290904ffbbcd5953c76f95,cat-07261214,8307261214,papelaria,papelaria,41,92,1,100
269834478933,9020ce7adcc384b2899ae87ddc54767b,cat-07261214,8307261214,papelaria,papelaria,43,198,2,300
215424850392,bfc1d1c62b1f7f401d8d9dda962bb870,cat-28309979,1228309979,esporte_lazer,esporte_lazer,50,255,2,950
308597317174,6fef6d87bb6c2eb11d57a967209219a8,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,33,200,1,250
209729805626,1e5428c428e0f783acd6e3d94ba4ee2a,cat-75238379,3375238379,pcs,pcs,55,1067,1,12000
920632670408,94080f9219044d897195e2be145945dc,cat-95370542,6895370542,automotivo,automotivo,60,1543,6,921
540659082431,d0389f20b3d11de54e1e4561df147683,cat-66204910,7466204910,casa_construcao,casa_construcao,55,1441,1,10000
645607056301,3e9b58f1436820c248d3f98d7229bb14,cat-59672535,659672535,relogios_presentes,relogios_presentes,56,489,2,250
431652828174,575c38b4c88fc7b35ef22fc8312bfe1b,cat-24178479,8124178479,cool_stuff,cool_stuff,57,992,3,1200
851785346618,556702ebb73d3786a852ad3d5a8ad268,cat-52513179,1952513179,construcao_ferramentas_construcao,construcao_ferramentas_construcao,54,339,1,4800
230600841979,a3a03c131926ec14d4c9f3ef03016b24,cat-63401596,563401596,pet_shop,pet_shop,54,463,1,700
367870953115,e586ebb6022265ae1eea38f46ffe3ead,cat-64623464,6964623464,beleza_saude,beleza_saude,40,1469,3,1050
814462586985,278b3c6462e86b4556b99989513ddf73,cat-50553804,8850553804,eletroportateis,eletroportateis,58,587,3,350
274729573767,0d009643171aee696f4733340bc2fdd0,cat-39156101,8039156101,perfumaria,perfumaria,52,150,1,422
128307755711,be1be330cf34043d1c40d6114cbd11b5,cat-59672535,659672535,relogios_presentes,relogios_presentes,51,484,1,317
488692979954,07f01b6fcacc1b187a71e5074199db2d,cat-08504858,4208504858,agro_industria_e_comercio,agro_industria_e_comercio,39,430,1,16400
875451832984,75b4372e69a42f8ae1d908c076f547b2,cat-64623464,6964623464,beleza_saude,beleza_saude,22,1313,1,938
744059012179,3569d4374a919941a50f57371b1dc93d,cat-64623464,6964623464,beleza_saude,beleza_saude,37,1168,1,2700
1861192657,a3c95dc653d9a279b160bc0179385ed1,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,39,1146,1,1750
818208158145,0992c6cba95a13bfa68ea7d5e22d478b,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,42,671,1,3850
261867388381,b1eae565a61935e0011ee7682fef9dc9,cat-39156101,8039156101,perfumaria,perfumaria,49,460,2,267
518146230916,2734390ee304b0f4817b3c233094fc16,cat-39173559,3239173559,instrumentos_musicais,instrumentos_musicais,59,2367,3,16200
682507531119,32ee3f4e2493045726807808d7abbab6,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,54,381,2,1400
339639606418,c2367eda4f9623d0355dc5d7796d857a,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,50,607,1,6450
454153646354,7f34b85142d1ef9e077a0da9ada27385,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,59,1750,3,2300
994756784720,c478b1bbf9ec8c5691f37ccb83187386,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,55,163,2,300
858247895354,f9ecf420c38b90a8af8e7f70fd789264,cat-28309979,1228309979,esporte_lazer,esporte_lazer,43,101,1,600
330510967990,3a6a0247ced9dcb444b46caafdcdd368,cat-64623464,6964623464,beleza_saude,beleza_saude,60,2497,1,3600
884853614218,adf591c625cb265c12bc6749d3a2f757,cat-64623464,6964623464,beleza_saude,beleza_saude,60,1146,6,150
847481326039,3e0f398b664b26e3224c79dbf435191f,cat-28309979,1228309979,esporte_lazer,esporte_lazer,57,900,4,400
251836699704,64c8f1a52b407d92518a1f8b79240a70,cat-71618754,2371618754,telefonia,telefonia,49,319,1,100
439715557808,af16005fca813272caf59c432153949e,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,55,1186,2,800
115928839522,e6a1ff3552ba3305c1cf0a4dde50347f,cat-95370542,6895370542,automotivo,automotivo,58,703,6,5250
761760270659,d8a405c732027a2af3187b031890933d,cat-95370542,6895370542,automotivo,automotivo,50,361,1,200
297674498010,ce94e3c41145e28428cdae952a1fd7f2,cat-59672535,659672535,relogios_presentes,relogios_presentes,58,899,2,335
487228308760,3f0f8de616df6efb39a48f3c64eea974,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,49,701,1,1300
37464551175,6ddc95e87149457c4c5177b0a474a9ba,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,47,1405,3,150
635339988728,a2e2851eae0aebb8ee4df32348b42e2b,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,59,504,3,367
433651693997,723f62c36c298037716bf60c0ad0df3a,cat-59672535,659672535,relogios_presentes,relogios_presentes,57,276,4,250
926015101616,b2b3503e675abbc07e278151da072ed2,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,46,287,1,8500
477451932828,c18c01e09509a509e2b88d3ed40c580e,cat-03345107,5103345107,bebes,bebes,46,1039,1,2150
826643822405,a41e356c76fab66334f36de622ecbd3a,cat-15591864,7315591864,unknown,unknown,,,,650
230857215296,e7cad5e8ed9b92e788262ad710c33bd0,cat-28309979,1228309979,esporte_lazer,esporte_lazer,56,663,4,150
921840836924,c33d78b97260227119fb2b71be168fca,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,39,170,1,650
21150886833,e8fd6f481db77b847e7ab93fa1510e7e,cat-50553804,8850553804,eletroportateis,eletroportateis,53,794,4,2700
939631870109,67bea89008edcb996cfe4e3d062b62a8,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,56,414,1,1200
25804629979,e8e86cbab028363545a5bf0ca5e226ee,cat-96919538,8396919538,moveis_sala,moveis_sala,36,312,2,6050
319220120084,c12b64bf0861a27e0f06c36ef82f457d,cat-28309979,1228309979,esporte_lazer,esporte_lazer,53,425,1,150
878135922849,6f0169f259bb0ff432bfff7d829b9946,cat-66204910,7466204910,casa_construcao,casa_construcao,58,918,6,1050
946537396326,b6f3b8136ba8302906df7e11ff908751,cat-63401596,563401596,pet_shop,pet_shop,36,617,1,1350
956223185258,2be2be0a6a5916840503fdf50808ebcb,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,41,270,1,600
953539486991,8efa775719397f78f79c8e5c7b0afbd4,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,22,275,1,1000
510482280063,9e87e3ee09baee5f5c0513ff37bc60ab,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,58,381,2,1550
336017388000,a0abcee0132a5aed003d98e459b37698,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,58,223,1,2700
975706749027,7f6308ba4057a6a740af7b4dcfb79c13,cat-71618754,2371618754,telefonia,telefonia,63,1930,9,200
417921313663,1eb4a9aee05c9cad041e09add2a26d68,cat-11723185,611723185,malas_acessorios,malas_acessorios,51,244,1,800
301776048978,8da90b37f0fb171b4877c124f965b1f6,cat-39156101,8039156101,perfumaria,perfumaria,56,733,3,377
511039902349,712a72a78ffb66cb6eee87eebbf54519,cat-28309979,1228309979,esporte_lazer,esporte_lazer,52,1049,3,400
59787726418,c5fb7fbe39f4e09e048ffbc5b28db49a,cat-66413815,5766413815,sinalizacao_e_seguranca,sinalizacao_e_seguranca,51,1212,1,450
243677733641,f17b05cc8a7651896df8c30884200e9a,cat-65031985,5265031985,climatizacao,climatizacao,30,547,1,2000
305561192698,55ec10b39713ee81ee2c5bcb558cf866,cat-11299291,7911299291,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,53,1398,1,300
115485771949,c190c4fe582c5b7ffff586506de83f01,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,34,160,1,250
390550805613,f908df99196805b5bc4ada9ef510b11b,cat-28309979,1228309979,esporte_lazer,esporte_lazer,57,245,2,1950
889568578262,ac5bae85a895724330c4acddd581b02b,cat-71618754,2371618754,telefonia,telefonia,50,1254,2,500
971810921453,d8dee61c2034d6d075997acef1870e9b,cat-15591864,7315591864,unknown,unknown,,,,300
625184713593,cbaff83e2c00a2b731d27276bbf52082,cat-66794745,8466794745,artes,artes,59,1431,6,7900
219559974329,ad67f74682943e3857eebf3ca2538d1a,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,53,261,2,1800
535970750468,1e12f1836c1f08b25ef78fcdf76fbf08,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,60,884,1,900
47678714083,acd427ee119d5c71c7a85ae488cb0a6a,cat-11299291,7911299291,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,52,68,7,200
658578176,60cf4effb6947283fa638d570bd07318,cat-03345107,5103345107,bebes,bebes,30,410,4,4500
654425872479,51fed4afb1b41d00ad9d25a73b7fbbc7,cat-51087844,6251087844,consoles_games,consoles_games,48,303,3,250
67537048740,bb09cce52b336261572a5a7e25a33795,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,59,943,1,550
215023371340,65a6462e42e05ab3b8dc613566736825,cat-11723185,611723185,malas_acessorios,malas_acessorios,49,540,4,1100
318191841100,f2396540fbfac27b5117f0dbd6744b50,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,53,222,1,3600
364532164436,70d1bd3a042448105a71d0b41ecbc96b,cat-51087844,6251087844,consoles_games,consoles_games,56,235,1,100
270317303365,0075c14603d80515e20908c156ceb47b,cat-28309979,1228309979,esporte_lazer,esporte_lazer,50,329,2,150
384393174464,5a42f73d92034010a4e00360fb0df099,cat-28309979,1228309979,esporte_lazer,esporte_lazer,55,144,1,3775
608308005315,bcd58b852a3b0152b6b384c4e4474ba2,cat-24178479,8124178479,cool_stuff,cool_stuff,59,797,2,1400
155150157854,2bfb0bdbcea77da2879f0ef3be9a219e,cat-51087844,6251087844,consoles_games,consoles_games,53,439,5,900
697639132162,87fb220044e9aca16fbec51c6c997aa0,cat-59672535,659672535,relogios_presentes,relogios_presentes,60,438,2,250
939466980527,484bf1dff778a416389aafd0dee1cb11,cat-57247972,2357247972,brinquedos,brinquedos,55,852,1,350
245617905277,56139431d72cd51f19eb9f7dae4d1617,cat-15591864,7315591864,unknown,unknown,,,,200
368913359995,3cef8174403f4fdedbf24fa67fa9f132,cat-03345107,5103345107,bebes,bebes,39,805,3,1800
567092956149,003938452c98ff9ab28e9e7b4bfe97ab,cat-96919538,8396919538,moveis_sala,moveis_sala,52,420,2,5050
205553828400,8d6cb00151d423c52855385c89f0bae8,cat-95370542,6895370542,automotivo,automotivo,58,386,1,27100
367062101811,5877301b00f95e3c6118738b293dfab3,cat-50927587,4350927587,eletrodomesticos,eletrodomesticos,50,273,1,1500
9418604706,e0bbe6292471ff5ab3752414baf78111,cat-59672535,659672535,relogios_presentes,relogios_presentes,43,572,2,500
493403376738,dd768d259ee6054e0dadd66c8e2be0b6,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,52,700,2,350
672822787259,fc2edee55f4118969f4dc49f7a717605,cat-95370542,6895370542,automotivo,automotivo,47,1548,3,500
554056063121,b521fddf2c8a7e7d1791bfb3c1b2f278,cat-28309979,1228309979,esporte_lazer,esporte_lazer,55,448,1,1000
936489825193,46b48281eb6d663ced748f324108c733,cat-15591864,7315591864,unknown,unknown,,,,18500
290451773363,db7e6804f1a8206a7e51c9a741a09d9e,cat-57247972,2357247972,brinquedos,brinquedos,51,410,2,300
983138727017,50556c630443502c11acde1c320fe278,cat-64623464,6964623464,beleza_saude,beleza_saude,59,257,1,250
694833909421,88d2c501ec765f5d7e8038fa6aab0e62,cat-64623464,6964623464,beleza_saude,beleza_saude,51,863,1,10700
216943218248,722fb67c17907e21734449c091420bf5,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,29,290,1,1700
914255094539,43b6d9e46e1e6b8ac743a1c31e462937,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,31,680,1,7700
364341385761,1ffe365aa7583189e63f2fa4f060b269,cat-28309979,1228309979,esporte_lazer,esporte_lazer,57,785,4,5200
661567972454,3014e35fd70fce29095ced5cdc89f4ce,cat-71618754,2371618754,telefonia,telefonia,51,244,1,125
3523137628,e869d449cc32881790ef9af9b4c670f8,cat-45447343,4845447343,moveis_escritorio,moveis_escritorio,50,2220,1,15700
494554354702,a1b3a75aaaee5c9a683f2266c088f720,cat-59672535,659672535,relogios_presentes,relogios_presentes,53,599,2,350
33774251273,7fdbc1ecf5fdf5c98d9b14e110133eb3,cat-28309979,1228309979,esporte_lazer,esporte_lazer,57,649,1,213
222959202094,15b3d40f375c0645c1eed4ed1cd8e17a,cat-11299291,7911299291,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,30,401,3,150
220002124868,1cf39a397efa955b102a52ee7ec5531c,cat-95370542,6895370542,automotivo,automotivo,35,907,3,18200
473165166810,f9471562478eba8761bc985b968a0092,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,38,390,1,850
460664855981,e96bac5656eaec25f3d76757fa16d9d3,cat-66204910,7466204910,casa_construcao,casa_construcao,55,918,6,1050
632545937472,16b06ede456b922e56fbb4b3818aa875,cat-11299291,7911299291,fashion_bolsas_e_acessorios,fashion_bolsas_e_acessorios,48,382,5,200
81325217532,c7147724cd430269c6296fc758c0a086,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,32,42,1,300
1485919320,dbb399a8be7395d5b136d49fcdce13df,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,47,764,1,200
217815257680,ed46d1fbd7bf78ce79910c09fb892abb,cat-28309979,1228309979,esporte_lazer,esporte_lazer,52,406,1,800
535409147579,d458378a178cd7cae60052319cebf235,cat-07261214,8307261214,papelaria,papelaria,50,198,2,200
494171183181,596363933adf57df745ecbc8afeec226,cat-28309979,1228309979,esporte_lazer,esporte_lazer,50,853,1,698
702297195983,4473f3e5c65952b074ef987fa5c24662,cat-71618754,2371618754,telefonia,telefonia,59,776,6,350
541020657759,8c9faf6aabee9b2a30b83f92d786f6de,cat-76768110,9476768110,livros_interesse_geral,livros_interesse_geral,50,2913,3,1000
322954960000,8e71b24c3e25a92fef6176120a67fac7,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,53,585,1,783
166365651649,828fe032935d7c1901682e5b6cc076c2,cat-39156101,8039156101,perfumaria,perfumaria,48,1063,2,600
673879655380,19502a282608c5627fb32e22724727fc,cat-57247972,2357247972,brinquedos,brinquedos,47,181,1,11650
413562402349,df473738565b52f77b4e22b328b41576,cat-26751943,1726751943,construcao_ferramentas_ferramentas,construcao_ferramentas_ferramentas,42,369,1,400
803021370326,657491063e8a63247a108a4d9cedf020,cat-57247972,2357247972,brinquedos,brinquedos,25,274,1,3050
229026884262,a388f2043ca885de714453e4fac616e2,cat-71618754,2371618754,telefonia,telefonia,50,744,1,100
699367598532,4c6018f41a6c2e5543cc034e94f5ce5b,cat-21478870,9821478870,ferramentas_jardim,ferramentas_jardim,44,2395,1,16500
907071798315,a85543a371d5cfafedb80a8177a692b5,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,59,470,2,750
643722812961,6b017e0d95d8765a6f2bed3bc272c61e,cat-69363400,5869363400,fashion_underwear_e_moda_praia,fashion_underwear_e_moda_praia,39,422,1,250
167422428687,6d14f72afff32795290f2df6507f063c,cat-11723185,611723185,malas_acessorios,malas_acessorios,59,413,3,2300
845008793199,75b433ca888fe027b18dfac89a284667,cat-97277031,7497277031,eletronicos,eletronicos,37,374,1,1350
173725670955,9aa70106d14b83c7ad033592870b2b30,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,22,388,3,530
196148419119,42fe4aefc7e8a45dd96a59af81dd3fef,cat-95370542,6895370542,automotivo,automotivo,59,162,1,1300
757841980828,a04cf12934a318be6550b1aeab938bf2,cat-56691569,8256691569,fashion_calcados,fashion_calcados,59,605,5,4000
470218199685,224703229a7c966a5b191651e1561be2,cat-28309979,1228309979,esporte_lazer,esporte_lazer,52,234,4,8150
22324308250,43724b27731595d954e911f443fb1cc4,cat-52513179,1952513179,construcao_ferramentas_construcao,construcao_ferramentas_construcao,57,272,1,2200
293813880218,b29ca3d3127057c43ef4b364bbe360ea,cat-64623464,6964623464,beleza_saude,beleza_saude,55,1029,1,1150
325132058341,5e21d5cab5d33e770d8150a4ee6117db,cat-59672535,659672535,relogios_presentes,relogios_presentes,60,312,4,200
890753671362,55610b8b7d48294e69fc23f513dfbe98,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,60,1068,3,400
23145614745,68bfdbfe84f03af17733b10362f10020,cat-68309419,7768309419,moveis_decoracao,moveis_decoracao,63,244,4,600
497777009812,5fb61f482620cb672f5e586bb132eae9,cat-15591864,7315591864,unknown,unknown,,,,300
680919910095,a5bc1334f1762ce0a844f3f694dc08e1,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,48,645,1,1200
116673733837,701ff123e9085dcc9c2f833efded6374,cat-24178479,8124178479,cool_stuff,cool_stuff,50,268,5,10664
857117762434,73b499a2f5002c0a2158a478cc5a096c,cat-30245737,7830245737,utilidades_domesticas,utilidades_domesticas,43,2148,2,1800
649693947197,42f14eda412436b96cde4f4025ed5f25,cat-28309979,1228309979,esporte_lazer,esporte_lazer,47,154,3,500
520253660166,47969dd948e918289f809be899ddfb4c,cat-07261214,8307261214,papelaria,papelaria,48,501,1,258
265751907869,446295cf6f689d4db477145815362608,cat-07261214,8307261214,papelaria,papelaria,59,209,1,1400
854980794940,280c05c66173c2b377f3e449e33abc6d,cat-57247972,2357247972,brinquedos,brinquedos,59,640,1,400
188240684100,4a96de21ccfb22ebe1c56992acbbd7fc,cat-65031985,5265031985,climatizacao,climatizacao,58,655,5,1300
32427380928,c45a1de8cdb00af9ba1f3c097561b77a,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,55,315,2,1000
496915061001,1b37262ebd1307a6c9aab9aca8584e76,cat-63401596,563401596,pet_shop,pet_shop,52,1290,3,1300
227643811710,04869307f7e7dc5b07f1d83406ade1e5,cat-57247972,2357247972,brinquedos,brinquedos,58,443,2,3305
428433761002,8bb6ace4cf2411747ea1cfecad5a458d,cat-03345107,5103345107,bebes,bebes,55,224,2,6000
148260678434,21db47f6493b06e8e7fc562ec9890e77,cat-20080782,7320080782,informatica_acessorios,informatica_acessorios,50,281,4,300
565757267146,f4d705aa95ccca448e5b0deb6e5290ba,cat-10220403,3010220403,cama_mesa_banho,cama_mesa_banho,57,74,1,250
943818148135,bbaef2eadf31fe3ea6702077398be06c,cat-39156101,8039156101,perfumaria,perfumaria,45,1003,2,400
798110018996,3fc3d637781e5d185455013606a6e2cd,cat-97277031,7497277031,eletronicos,eletronicos,32,1274,1,250
199788972916,21d325f98c6505a72b1bcf363f3d3f88,cat-57247972,2357247972,brinquedos,brinquedos,57,1532,2,1250
41655090646,f6691c7e7a0c12d28003c97608dfe605,cat-49326031,49326031,fashion_roupa_masculina,fashion_roupa_masculina,47,1026,2,950
668168000848,c615805546392ec3b8a20c6590c4d400,cat-63401596,563401596,pet_shop,pet_shop,54,261,6,2000
920076298494,6e9c52b407fea24064f7ab2b144fbf8c,cat-03345107,5103345107,bebes,bebes,56,1395,7,13575
168205650242,e07f6e9343cad06f34d0a7a09eeac4d7,cat-64623464,6964623464,beleza_saude,beleza_saude,60,537,1,667
373717283304,80fc21f90a43fdcfc623f11f5457db10,cat-59672535,659672535,relogios_presentes,relogios_presentes,55,457,2,267
